-100,-161
-100,-155
-100,-131
-100,-125
-100,-113
-100,-107
-100,-101
-100,-95
-100,-53
-100,-29
-100,-23
-100,-11
-100,13
-100,25
-100,31
-100,49
-100,61
-100,79
-100,85
-100,97
-100,103
-100,109
-100,115
-100,121
-100,127
-100,139
-100,157
-100,175
-100,181
-100,193
-97,-197
-97,-194
-97,-191
-97,-185
-97,-182
-97,-179
-97,-176
-97,-173
-97,-167
-97,-161
-97,-155
-97,-152
-97,-149
-97,-146
-97,-143
-97,-137
-97,-131
-97,-125
-97,-122
-97,-119
-97,-113
-97,-107
-97,-101
-97,-95
-97,-92
-97,-89
-97,-86
-97,-83
-97,-80
-97,-77
-97,-74
-97,-71
-97,-68
-97,-65
-97,-62
-97,-59
-97,-53
-97,-50
-97,-47
-97,-44
-97,-41
-97,-35
-97,-29
-97,-23
-97,-20
-97,-17
-97,-11
-97,-5
-97,1
-97,4
-97,7
-97,10
-97,13
-97,16
-97,19
-97,25
-97,31
-97,34
-97,37
-97,43
-97,46
-97,49
-97,55
-97,58
-97,61
-97,67
-97,70
-97,73
-97,76
-97,79
-97,85
-97,91
-97,94
-97,97
-97,103
-97,109
-97,115
-97,121
-97,127
-97,133
-97,136
-97,139
-97,145
-97,148
-97,151
-97,154
-97,157
-97,160
-97,163
-97,169
-97,172
-97,175
-97,181
-97,184
-97,187
-97,193
-94,-197
-94,-185
-94,-173
-94,-167
-94,-137
-94,-125
-94,-113
-94,-101
-94,-71
-94,-65
-94,-59
-94,-41
-94,-35
-94,-29
-94,-17
-94,-11
-94,-5
-94,7
-94,13
-94,25
-94,37
-94,73
-94,79
-94,115
-94,121
-94,151
-94,169
-94,175
-94,187
-91,-197
-91,-191
-91,-185
-91,-182
-91,-179
-91,-173
-91,-170
-91,-167
-91,-164
-91,-161
-91,-158
-91,-155
-91,-149
-91,-143
-91,-140
-91,-137
-91,-131
-91,-128
-91,-125
-91,-122
-91,-119
-91,-113
-91,-110
-91,-107
-91,-101
-91,-98
-91,-95
-91,-89
-91,-83
-91,-77
-91,-71
-91,-65
-91,-59
-91,-56
-91,-53
-91,-50
-91,-47
-91,-41
-91,-38
-91,-35
-91,-29
-91,-23
-91,-20
-91,-17
-91,-11
-91,-8
-91,-5
-91,1
-91,4
-91,7
-91,13
-91,16
-91,19
-91,25
-91,28
-91,31
-91,37
-91,43
-91,46
-91,49
-91,52
-91,55
-91,58
-91,61
-91,67
-91,70
-91,73
-91,79
-91,85
-91,88
-91,91
-91,94
-91,97
-91,103
-91,106
-91,109
-91,112
-91,115
-91,121
-91,124
-91,127
-91,130
-91,133
-91,139
-91,142
-91,145
-91,148
-91,151
-91,154
-91,157
-91,163
-91,166
-91,169
-91,175
-91,178
-91,181
-91,187
-91,190
-91,193
-88,-197
-88,-191
-88,-185
-88,-173
-88,-161
-88,-149
-88,-143
-88,-131
-88,-125
-88,-107
-88,-89
-88,-83
-88,-77
-88,-41
-88,-29
-88,-5
-88,49
-88,61
-88,85
-88,91
-88,97
-88,109
-88,127
-88,139
-88,145
-88,169
-88,175
-88,187
-88,193
-85,-200
-85,-197
-85,-194
-85,-191
-85,-188
-85,-185
-85,-182
-85,-179
-85,-173
-85,-170
-85,-167
-85,-161
-85,-158
-85,-155
-85,-152
-85,-149
-85,-146
-85,-143
-85,-137
-85,-131
-85,-125
-85,-122
-85,-119
-85,-116
-85,-113
-85,-107
-85,-104
-85,-101
-85,-98
-85,-95
-85,-92
-85,-89
-85,-86
-85,-83
-85,-80
-85,-77
-85,-71
-85,-65
-85,-59
-85,-56
-85,-53
-85,-50
-85,-47
-85,-41
-85,-38
-85,-35
-85,-29
-85,-23
-85,-20
-85,-17
-85,-11
-85,-8
-85,-5
-85,-2
-85,1
-85,4
-85,7
-85,13
-85,16
-85,19
-85,22
-85,25
-85,31
-85,37
-85,43
-85,46
-85,49
-85,55
-85,58
-85,61
-85,64
-85,67
-85,70
-85,73
-85,76
-85,79
-85,85
-85,91
-85,97
-85,100
-85,103
-85,106
-85,109
-85,112
-85,115
-85,121
-85,124
-85,127
-85,133
-85,139
-85,145
-85,148
-85,151
-85,157
-85,163
-85,166
-85,169
-85,175
-85,181
-85,184
-85,187
-85,193
-82,-179
-82,-173
-82,-137
-82,-113
-82,-107
-82,-101
-82,-71
-82,-65
-82,-59
-82,-53
-82,-47
-82,-41
-82,-29
-82,-23
-82,-17
-82,-11
-82,-5
-82,1
-82,25
-82,31
-82,37
-82,61
-82,67
-82,73
-82,79
-82,97
-82,103
-82,109
-82,115
-82,121
-82,127
-82,133
-82,151
-82,157
-82,175
-82,187
-79,-200
-79,-197
-79,-194
-79,-191
-79,-185
-79,-182
-79,-179
-79,-173
-79,-170
-79,-167
-79,-164
-79,-161
-79,-155
-79,-149
-79,-146
-79,-143
-79,-137
-79,-131
-79,-128
-79,-125
-79,-122
-79,-119
-79,-113
-79,-107
-79,-101
-79,-98
-79,-95
-79,-92
-79,-89
-79,-83
-79,-80
-79,-77
-79,-74
-79,-71
-79,-68
-79,-65
-79,-62
-79,-59
-79,-53
-79,-47
-79,-41
-79,-38
-79,-35
-79,-29
-79,-23
-79,-17
-79,-11
-79,-5
-79,1
-79,7
-79,10
-79,13
-79,16
-79,19
-79,25
-79,31
-79,34
-79,37
-79,40
-79,43
-79,49
-79,52
-79,55
-79,58
-79,61
-79,67
-79,73
-79,79
-79,82
-79,85
-79,88
-79,91
-79,94
-79,97
-79,103
-79,109
-79,115
-79,121
-79,127
-79,130
-79,133
-79,136
-79,139
-79,145
-79,148
-79,151
-79,154
-79,157
-79,163
-79,166
-79,169
-79,172
-79,175
-79,181
-79,184
-79,187
-79,190
-79,193
-76,-191
-76,-185
-76,-173
-76,-167
-76,-155
-76,-149
-76,-137
-76,-131
-76,-95
-76,-89
-76,-83
-76,-41
-76,-35
-76,-29
-76,-23
-76,-11
-76,-5
-76,1
-76,19
-76,25
-76,43
-76,67
-76,73
-76,103
-76,109
-76,115
-76,127
-76,133
-76,157
-76,163
-76,175
-76,181
-76,193
-73,-200
-73,-197
-73,-191
-73,-185
-73,-182
-73,-179
-73,-173
-73,-167
-73,-164
-73,-161
-73,-158
-73,-155
-73,-152
-73,-149
-73,-146
-73,-143
-73,-137
-73,-131
-73,-128
-73,-125
-73,-119
-73,-116
-73,-113
-73,-110
-73,-107
-73,-101
-73,-95
-73,-89
-73,-86
-73,-83
-73,-80
-73,-77
-73,-71
-73,-68
-73,-65
-73,-62
-73,-59
-73,-56
-73,-53
-73,-47
-73,-41
-73,-35
-73,-29
-73,-26
-73,-23
-73,-20
-73,-17
-73,-11
-73,-5
-73,1
-73,7
-73,13
-73,19
-73,22
-73,25
-73,28
-73,31
-73,34
-73,37
-73,40
-73,43
-73,46
-73,49
-73,55
-73,58
-73,61
-73,64
-73,67
-73,73
-73,79
-73,82
-73,85
-73,88
-73,91
-73,94
-73,97
-73,100
-73,103
-73,109
-73,115
-73,121
-73,124
-73,127
-73,133
-73,136
-73,139
-73,145
-73,151
-73,154
-73,157
-73,163
-73,169
-73,175
-73,181
-73,184
-73,187
-73,193
-70,-197
-70,-179
-70,-173
-70,-167
-70,-137
-70,-131
-70,-125
-70,-119
-70,-113
-70,-101
-70,-95
-70,-89
-70,-83
-70,-77
-70,-71
-70,-59
-70,-47
-70,-29
-70,-23
-70,-17
-70,1
-70,7
-70,13
-70,31
-70,43
-70,49
-70,55
-70,61
-70,67
-70,73
-70,91
-70,97
-70,103
-70,109
-70,115
-70,139
-70,145
-70,151
-70,163
-70,169
-70,175
-70,187
-67,-197
-67,-194
-67,-191
-67,-188
-67,-185
-67,-179
-67,-173
-67,-167
-67,-164
-67,-161
-67,-158
-67,-155
-67,-149
-67,-146
-67,-143
-67,-140
-67,-137
-67,-134
-67,-131
-67,-125
-67,-122
-67,-119
-67,-113
-67,-110
-67,-107
-67,-101
-67,-95
-67,-89
-67,-83
-67,-77
-67,-74
-67,-71
-67,-68
-67,-65
-67,-59
-67,-56
-67,-53
-67,-50
-67,-47
-67,-44
-67,-41
-67,-38
-67,-35
-67,-29
-67,-23
-67,-17
-67,-14
-67,-11
-67,-5
-67,-2
-67,1
-67,4
-67,7
-67,13
-67,16
-67,19
-67,25
-67,31
-67,37
-67,40
-67,43
-67,49
-67,52
-67,55
-67,61
-67,67
-67,73
-67,79
-67,82
-67,85
-67,88
-67,91
-67,97
-67,103
-67,109
-67,115
-67,118
-67,121
-67,127
-67,130
-67,133
-67,139
-67,142
-67,145
-67,151
-67,154
-67,157
-67,163
-67,169
-67,172
-67,175
-67,181
-67,184
-67,187
-67,193
-64,-161
-64,-149
-64,-143
-64,-131
-64,-101
-64,-77
-64,-65
-64,-59
-64,-47
-64,-11
-64,-5
-64,13
-64,19
-64,25
-64,37
-64,43
-64,97
-64,109
-64,121
-64,133
-64,145
-64,193
-61,-197
-61,-191
-61,-185
-61,-179
-61,-176
-61,-173
-61,-167
-61,-164
-61,-161
-61,-158
-61,-155
-61,-152
-61,-149
-61,-143
-61,-137
-61,-134
-61,-131
-61,-128
-61,-125
-61,-122
-61,-119
-61,-116
-61,-113
-61,-110
-61,-107
-61,-104
-61,-101
-61,-98
-61,-95
-61,-92
-61,-89
-61,-83
-61,-77
-61,-74
-61,-71
-61,-65
-61,-59
-61,-56
-61,-53
-61,-47
-61,-41
-61,-38
-61,-35
-61,-29
-61,-26
-61,-23
-61,-17
-61,-14
-61,-11
-61,-5
-61,1
-61,4
-61,7
-61,10
-61,13
-61,19
-61,22
-61,25
-61,28
-61,31
-61,34
-61,37
-61,43
-61,49
-61,55
-61,58
-61,61
-61,67
-61,70
-61,73
-61,76
-61,79
-61,85
-61,88
-61,91
-61,94
-61,97
-61,103
-61,106
-61,109
-61,112
-61,115
-61,121
-61,127
-61,133
-61,136
-61,139
-61,142
-61,145
-61,151
-61,154
-61,157
-61,160
-61,163
-61,166
-61,169
-61,172
-61,175
-61,181
-61,187
-61,190
-61,193
-61,196
-61,197
-61,198
-58,-197
-58,-191
-58,-185
-58,-179
-58,-155
-58,-149
-58,-143
-58,-137
-58,-125
-58,-119
-58,-113
-58,-101
-58,-83
-58,-47
-58,-41
-58,-29
-58,-17
-58,-11
-58,-5
-58,1
-58,13
-58,25
-58,49
-58,61
-58,67
-58,73
-58,79
-58,91
-58,103
-58,127
-58,133
-58,139
-58,145
-58,151
-58,175
-58,181
-58,193
-55,-200
-55,-197
-55,-194
-55,-191
-55,-188
-55,-185
-55,-182
-55,-179
-55,-176
-55,-173
-55,-170
-55,-167
-55,-164
-55,-161
-55,-155
-55,-149
-55,-143
-55,-137
-55,-134
-55,-131
-55,-125
-55,-119
-55,-113
-55,-110
-55,-107
-55,-101
-55,-98
-55,-95
-55,-92
-55,-89
-55,-86
-55,-83
-55,-80
-55,-77
-55,-74
-55,-71
-55,-68
-55,-65
-55,-59
-55,-53
-55,-47
-55,-41
-55,-38
-55,-35
-55,-32
-55,-29
-55,-26
-55,-23
-55,-17
-55,-11
-55,-5
-55,1
-55,4
-55,7
-55,13
-55,16
-55,19
-55,25
-55,28
-55,31
-55,37
-55,43
-55,46
-55,49
-55,52
-55,55
-55,58
-55,61
-55,64
-55,67
-55,73
-55,79
-55,82
-55,85
-55,88
-55,91
-55,94
-55,97
-55,103
-55,106
-55,109
-55,115
-55,121
-55,124
-55,127
-55,130
-55,133
-55,139
-55,145
-55,151
-55,157
-55,160
-55,163
-55,166
-55,169
-55,175
-55,181
-55,187
-55,190
-55,193
-52,-191
-52,-161
-52,-155
-52,-149
-52,-143
-52,-131
-52,-101
-52,-83
-52,-77
-52,-59
-52,-53
-52,-41
-52,-35
-52,-17
-52,-11
-52,1
-52,37
-52,49
-52,67
